Title,Description,Item Category,Price,Sku,Url,Images,Colors,Brand,Retailer
Atwater Living Lila Futon,"In any small living space, multifunctional pieces are a must. This simple-looking futon is guaranteed to bring optimal function and fashion into your home. Featuring quality linen upholstery, comfortable wide track arms and simple horizontal stitching details that are echoed on both its backrest and seat, this convertible couch has a split-back design that allows you to adjust the backrest into three distinct positions: sitting, lounging and sleeping. Its sturdy wooden construction and legs ensure guaranteed support and durability.",Sleeper Sofas,333.99,U600000669,https://www.ashleyfurniture.com/p/atwater_living_atwater_living_lila_gray_linen_futon/U600000669.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_16?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_17?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_18?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_19?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_20?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_21?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_22?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_23?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_24?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_26?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000669_3?$AFHS-Grid-1X$",Gray,Atwater Living,ashleyfurniture.com
Novogratz Regal Futon,"The 1950s are back in a big way, and living rooms across the country are being given a modern twist on the mid-century look that made straight lines and low profiles so popular. The Novogratz futon captures all that and more, with grey linen upholstery, a tufted back, wide winged arms, sleek style, and a wood frame that offers full support. The wood legs round off the look, with extra center legs that provide extra stability. You can also personalize your comfort level thanks to the split back, which allows you and a guest to each sit up or lounge back. Or simply open the Novogratz up into a sleeper sofa for overnight guests to spend the night. We&rsquo;ve also added padding under the feet to protect your floors. Just add the Novogratz ottoman to really complete the look!",Sleeper Sofas,411.99,U600000494,https://www.ashleyfurniture.com/p/novogratz_regal_futon/U600000494.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000494_3?$AFHS-Grid-1X$",Gray,Novogratz,ashleyfurniture.com
Novogratz Brittany Futon,"Be embraced by the comfortable cushioning of the Novogratz Brittany linen futon. With its ribbed tufted cushioned back, the Novogratz Brittany Linen futon gives your body all the support you need to sit and relax for hours. The combination of curved armrests and slanted legs work together to provide a unique rounded look that stands out. The linen upholstery adds another element of elegance making this a perfect statement piece for any living space.",Sleeper Sofas,275.99,U600000462,https://www.ashleyfurniture.com/p/novogratz_brittany_linen_futon/U600000462.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000462_3?$AFHS-Grid-1X$",Dark Gray,Novogratz,ashleyfurniture.com
DHP Pin Tufted Futon,"There&rsquo;s nothing quite like velvet. Why not make the most of it with the Pin Tufted Transitional futon in tan velvet. This high-fashion futon&rsquo;s bold, linear profile&mdash;with distinctive channel tufting and sleek track arms&mdash;is a chic throwback to mid-century modern design. With the greatest of ease, you can take this futon from upright to recline to fully recline positions.",Sleeper Sofas,279.99,U600008-045,https://www.ashleyfurniture.com/p/pin_tufted_transitional_futon/U600008-045.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600008-045_3?$AFHS-Grid-1X$",Tan,DHP,ashleyfurniture.com
Novogratz Palm Springs Linon Split Futon,"If you like sleek lines, mid-century looks and all the style and panache of the 1950s, then the Novogratz Palm Springs futon is perfect for you. The linen upholstery comes in your choice of mustard, navy or persimmon, and includes a tufted back and stitched piping that round out the impressive look&mdash;as well as a solid wood frame for the utmost in support. The tapered wooden legs add an extra bit of flair, plus center feet ensure the sofa bed is always stable and comfortable. We&rsquo;ve also added padding under all the legs to keep your floors looking like new. Thanks to its split back, the Novogratz futon allows you and a guest to sit up or lounge back for your ideal comfort level. Just put both sides flat at night to create an extremely welcoming space for your guests to tuck in and spend the night.",Sleeper Sofas,419.99,U600001075,https://www.ashleyfurniture.com/p/novogratz_palm_springs_linon_split_futon/U600001075.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001075_3?$AFHS-Grid-1X$",Mustard,Novogratz,ashleyfurniture.com
Safavieh Noho Foldable Futon Bed,"The stylish and posh design of this futon bed makes it perfect for updating any living space. This piece is artfully designed with sleek, subtly tufted fabric and natural wood legs. It easily transforms from a sofa into a luxurious bed, offering the perfect solution for overnight guests.",Sleeper Sofas,316.99,U600000650,https://www.ashleyfurniture.com/p/safavieh_noho_foldable_futon_bed/U600000650.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000650_3?$AFHS-Grid-1X$",Black,Safavieh,ashleyfurniture.com
Novogratz Stevie Futon,"The Novogratz Stevie Futon is the perfect modern sofa bed for those who want practicality without compromising on style. Designed with rounded edges on the armrests, back and seat, the Stevie also features some button tufted detailing in the soft velvet upholstery. This convertible sofa bed is constructed with a strong plywood frame to ensure that it will last you through university and make it into your first apartment. To make this futon even better, the Novogratz Stevie Futon is built with a multi-functional design that allows you to recline the backrest between three position with an easy push or pull. This means you get to choose if you want your futon to be in a sitting position for long hours of studying, in a lounging position for a weekend long movie marathon, or in a sleeping position for hosting your friends overnight during the weekend. Available in multiple trendy colors, the Novogratz Stevie Futon is the ideal option to add a pop of style to your living room, home office or guest bedroom.",Sleeper Sofas,362.99,U600001086,https://www.ashleyfurniture.com/p/novogratz_stevie_futon/U600001086.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001086_3?$AFHS-Grid-1X$",Camel,Novogratz,ashleyfurniture.com
Belziani Full Sofa Sleeper,"Providing a versatile option to layer in your living area, the Belziani sofa sleeper exudes classic styling in a fresh new color. Whether it's used as an inviting accent or paired with the matching loveseat, it makes a rich addition for those who demand the best. Chosen for quality and a luxury feel, the leather match upholstery is pure pleasure.",Sleeper Sofas,999.99,5470636,https://www.ashleyfurniture.com/p/belziani_full_sofa_sleeper/5470636.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-36?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-38-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-38-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-38-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-38-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-STITCH-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/54706-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Storm,Signature Design by Ashley®,ashleyfurniture.com
Novogratz Brittany Sectional Futon Sofa,"Comfy and compact, the Novogratz Brittany Sectional Futon Sofa is perfect for any small living space! Add a contemporary flair and a pop of colour to your living room with this modern futon upholstered in rich linen with a ribbed tufted back. It is founded on a sturdy frame and wooden legs that are stable and durable and the chaise can be set up on either side of the sofa, offering you full on versatility and customization. What&rsquo;s more, with this sectional, you can say goodbye to stressing about where your guests can sleep as this multi-functional piece effortlessly coverts from a sofa into a spacious bed in no time. Its tufted backrest and seating will guarantee optimal comfort whether you are watching TV, reading a book or napping. The Brittany is easy to maintain by cleaning with just a damp cloth. Available in multiple fun colors, it is shipped in two easy to handle boxes and assembles smoothly. Open up your living room with our Brittany Sectional Futon Sofa and have the space you&rsquo;ve always wished for.",Sleeper Sofas,591.98,APT-U6484-12,https://www.ashleyfurniture.com/p/novogratz_brittany_sectional_futon_sofa/APT-U6484-12.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_16?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_17?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_18?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_19?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_20?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_21?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_22?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_23?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_24?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_26?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_27?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_28?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_30?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_31?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_32?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_33?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_34?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_35?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_36?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_37?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_38?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_39?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_40?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_41?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_42?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_43?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_44?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_45?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U6000484S1_3?$AFHS-Grid-1X$",Blue,Novogratz,ashleyfurniture.com
Novogratz Brittany Futon,"Be embraced by the comfortable cushioning of the Novogratz Brittany Futon. With its ribbed tufted cushioned back, the Novogratz Brittany Futon gives your body all the support you need to sit and relax for hours. The combination of curved armrests and slanted legs work together to provide a unique rounded look that stands out. The stylish upholstery adds another element of elegance making this a perfect statement piece for any living space. Designed with a multi-position split-back, the Brittany independently converts between a sitting, lounging and sleeping position with an easy push and pull motion. The futon is also equipped with extra bag legs that provide extra support for your overnight guests when in a sleeping position.  Available in multiple trendy colors that will either add a pop of color to your space or provide a neutral statemen piece to build your d&eacute;cor around. Pair with the rest of the Brittany collection to get the complete look!",Sleeper Sofas,339.99,U600001071,https://www.ashleyfurniture.com/p/novogratz_brittany_faux_leather_futon/U600001071.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600001071_3?$AFHS-Grid-1X$",Black,Novogratz,ashleyfurniture.com
Cashton Queen Sofa Sleeper,"Need a simple style refresh? Liven up your living room essentials with the Cashton sofa sleeper. A chunky silhouette holds invitingly ample cushioning you&rsquo;ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from classic to contemporary. And for added convenience, an integrated queen mattress accommodates overnight guests.",Sleeper Sofas,879.99,4060639,https://www.ashleyfurniture.com/p/cashton_queen_sofa_sleeper/4060639.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-39?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-38-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-38-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-38-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-38-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-38?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/40606-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Ice,Ashley®,ashleyfurniture.com
Hanna Convertible Sofa Sleeper Futon,"The stylish contemporary design of this futon showcases reinforced stitching, wide track arms and soft microfiber upholstery&mdash;adding a flair of modern luxury and comfort to any interior. A split-back design allows you to independently recline the backrests into multiple positions. Simply push or pull your futon to instantly convert it into a lounger or bed. The sturdy wood frame and independently encased coils provide comfort and support to accommodate your overnight guests.",Sleeper Sofas,431.99,U600000419,https://www.ashleyfurniture.com/p/atwater_living_hanna_convertible_sofa_sleeper_futon_with_arms/U600000419.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000419_3?$AFHS-Grid-1X$",Gray,Atwater Living,ashleyfurniture.com
