Title,Description,Item Categories,Price,Sku,URL,Image URLs,Colors,Brand,width,height,depth,Retailer
Techni Mobili Sit-to-Stand Rolling Adjustable Laptop Cart With Storage,"The Techni Mobili Deluxe Sit-to-Stand Rolling Laptop Cart in Chocolate Color, includes an open and closed storage compartment and a panel that tilts for adjustment with a safety edge-stopper to prevent your laptop from sliding.",Home Office Storage,95.99,H600002557,https://www.ashleyfurniture.com/p/techni_mobili_sit-to-stand_rolling_adjustable_laptop_cart_with_storage/H600002557.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002557_3?$AFHS-Grid-1X$",Chocolate,Ashley furniture,21.5,31.5,15.5,ashleyfurniture.com
Cooper Ladder Bookcase,"The Cooper ladder bookcase is a classic mid-century modern piece and an essential office or living room sidekick. With plenty of open shelving to display your most impressive books and decorative items, this piece is as useful as it is stylish. Clean lines and subtle design make this bookcase ideal for a contemporary space, though it blends well with almost any existing decor.",Home Office Storage,79.99,H600001543,https://www.ashleyfurniture.com/p/cooper_ladder_bookcase/H600001543.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001543_3?$AFHS-Grid-1X$",White,Ashley furniture,24.8,72.04,14.96,ashleyfurniture.com
Furinno JAYA 5-Shelf Bookcase,"Furinno JAYA Series 5 Tier Shelf Bookcase is a great way for storage and display at home and in the office. Shelf heights are adjustable to create your own storage and display spaces for different sizes items. Easy assembly, light weight, yet looks refreshing and space saving. It comes in 3 colors to blend in with your existing home decor. The materials comply with CARB grade particle board for furniture. There is no foul smell of chemicals, durable and it is the most stable medium density composite wood used to make RTA furniture. All the products are produced and assembled 100-percent in Malaysia. Care instructions: wipe clean with clean damped cloth. Avoid using harsh chemicals. Pictures are for illustration purpose. All decor items are not included in this offer.",Home Office Storage,67.99,H600001627,https://www.ashleyfurniture.com/p/furinno_jaya_simple_home_5-shelf_bookcase/H600001627.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001627_3?$AFHS-Grid-1X$",White,Ashley furniture,24.5,71.2,9.5,ashleyfurniture.com
Dorrinson 2 Drawer File Cabinet,"More than just a beauty to behold, the Dorrinson home office file cabinet is designed to raise your productivity by packing more work area into less space. Sporting a replicated gray wood top with an antiqued white base, it’s ready to take a cool stance for modern farmhouse style. Pair with the desk or bookcase (each sold separately) for a well-organized home office.",Home Office Storage,149.99,H287-12,https://www.ashleyfurniture.com/p/dorrinson_file_cabinet/H287-12.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-14-12-H200-05?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-HDWR-DETAIL-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-10-24-14-12-34-34R-17?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H287-12-Dorrinson-DIM?$AFHS-Grid-1X$",Two-tone,Ashley furniture,15.5,23.63,16.5,ashleyfurniture.com
"Five Shelf 71"" Home Office Bookcase","Designed to utilize more vertical space, this versatile bookcase offers ample area for storage and display. Five shelves and a closed back make for an elegant and generous place for books, photos, trophies and other mementos. This simple piece blends seamlessly into your room, your style and your budget.",Home Office Storage,68.99,H600000307,https://www.ashleyfurniture.com/p/five_shelf_71_home_office_bookcase/H600000307.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000307_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000307_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000307_4?$AFHS-Grid-1X$",Espresso,Ashley furniture,24.5,71.2,9.5,ashleyfurniture.com
11-Cube Reversible Open Shelf Bookcase,"Classic and architectural. This open concept storage shelf makes a strong statement in a bedroom, home office or gracing a living room wall. Quality crafted of CARB particle board in Malaysia, this bookcase is ideal for transitional interior styles.",Home Office Storage,80.99,H600000526,https://www.ashleyfurniture.com/p/11-cube_reversible_open_shelf_bookcase/H600000526.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000526_3?$AFHS-Grid-1X$",Blue,Ashley furniture,29.1,41.7,9.4,ashleyfurniture.com
Camiburg 2 Drawer File Cabinet,"Whether you lean towards modern farmhouse or urban industrial design, the clean-lined profile of the Camiburg file cabinet is an essential component to any well-equipped home office. Sleek and slim, it’s just enough furniture to complete your space without overloading your look.",Home Office Storage,149.99,H283-12,https://www.ashleyfurniture.com/p/camiburg_file_cabinet/H283-12.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-10-H200-07-H283-12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-HDWR-DETAIL-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-10-24-14-12-34-34R-17?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H283-12-Camiburg-DIM?$AFHS-Grid-1X$",Warm Brown,Ashley furniture,15.38,23.63,16.5,ashleyfurniture.com
Furinno Lova Magazine/Bookshelf with Storage,"Furinno Lova storage has 2 shelves and three rows of book storage make the Book and Bin Storage a must for the classroom or home. Easy-clean laminate construction ensures years of use. Storage bins are perfect for holding books or media, and help create a clean, uncluttered environment. Assembly required. All the products are produced & packed 100% in Malaysia. Please follow the care instruction that comes in the package for details. Pictures are for illustration purpose. All decor items are not included in this offer.",Home Office Storage,65.99,H600001648,https://www.ashleyfurniture.com/p/furinno_lova_magazinebookshelf_with_storage/H600001648.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001648_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001648_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001648_3?$AFHS-Grid-1X$",Pink,Ashley furniture,24.57,37.01,9.45,ashleyfurniture.com
Beckincreek 8 Drawer Credenza with Wireless Charging,"Make a style statement with the Beckincreek credenza. Its traditional design is updated with an on trend vintage black finish. The credenza's eight drawers, including a drop-front keyboard tray, add up to a well-organized workspace, while USB and wireless charging make staying productive that much easier.",Home Office Storage,,H778H2,https://www.ashleyfurniture.com/p/beckincreek_home_office_credenza/APK-H778-LCZ.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-22H-22L-22R-22T-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H778-21L-21R-21T-22H-22L-22R-22T?$AFHS-Grid-1X$",Black,Ashley furniture,66,76,23,ashleyfurniture.com
Luxenford Home Office Credenza with 3 Shelf Hutch,"Who says you have to live on a farm to have farmhouse style? Get the look with the trendsetting Luxenford large credenza with hutch. Distressed gray brown finish and faux bluestone top inset express character. Charming barn door slides to reveal your home office equipment or dining essentials. Hutch shelves put your books or dinnerware on display. Yes, this good-looking set is suitable for multiple rooms.",Home Office Storage,,H741H1,https://www.ashleyfurniture.com/p/luxenford_2-piece_home_office_credenza_with_hutch/APK-H741-2B.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/APK-H741-2B-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H741-46-49-SW-P1-KO?$AFHS-Grid-1X$",Grayish Brown,Ashley furniture,49.88,75,19,ashleyfurniture.com
Kanwyn 8 Drawer Credenza with Wireless Charging,"Make a style statement with this credenza. Its traditional design is updated with an on trend distressed whitewash finish. The credenza's eight drawers, including a drop-front keyboard tray, add up to a well-organized workspace, while USB and wireless charging make staying productive that much easier.",Home Office Storage,,H777H2,https://www.ashleyfurniture.com/p/kanwyn_credenza/APK-H777-LCZ.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22H-22L-22R-22T-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-21L-21R-21T-22H-22L-22R-22T?$AFHS-Grid-1X$",Whitewash,Ashley furniture,66,76,23,ashleyfurniture.com
Janismore 8 Drawer Credenza with Hutch,"Make a style statement with this credenza and hutch. Its traditional design is updated with an on trend weathered gray finish and wire-brushed texture. The hutch with LED underlighting shines a light on those elusive reading glasses and other desktop items. The credenza's eight drawers, including a drop-front keyboard tray, add up to one well-organized workspace, while USB and wireless charging make staying productive that much easier.",Home Office Storage,,H776H3,https://www.ashleyfurniture.com/p/janismore_credenza/APK-H77622CH.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22H-22L-22R-22T-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-21L-21R-21T-22H-22L-22R-22T?$AFHS-Grid-1X$",Weathered Gray,Ashley furniture,66,76,23,ashleyfurniture.com
Kanwyn 8 Drawer Credenza with Hutch and Wireless Charging,"Make a style statement with the Kanwyn credenza and hutch. Its traditional design is updated with an on trend distressed whitewash finish. The hutch with LED task light shines a light on those elusive reading glasses and other desktop items. The credenza's eight drawers, including a drop-front keyboard tray, add up to one well-organized workspace, while USB and wireless charging make staying productive that much easier.",Home Office Storage,,H777H3,https://www.ashleyfurniture.com/p/kanwyn_credenza/APK-H777-SCZ.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H777-22L-22R-22T-SIDE-SW-P1-KO?$AFHS-Grid-1X$",Whitewash,Ashley furniture,64.5,30,23,ashleyfurniture.com
Janismore 8 Drawer Credenza,"Make a style statement with this credenza. Its traditional design is updated with an on trend weathered gray finish and wire-brushed texture. The credenza's eight drawers, including a drop-front keyboard tray, add up to a well-organized workspace, while USB and wireless charging make staying productive that much easier.",Home Office Storage,,H776H2,https://www.ashleyfurniture.com/p/janismore_credenza/APK-H776-22C.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-22L-22R-22T-SIDE-SW-P1-KO?$AFHS-Grid-1X$",Weathered Gray,Ashley furniture,64.5,30,23,ashleyfurniture.com
Hamlyn 1 Drawer File Cabinet,"When you mix stately, traditional style with a European flair, you’ve got something special. Case in point: the Hamlyn single-drawer file cabinet. Because not everything is digital these days, this handsome file cabinet accommodates letter and legal-sized folders for your convenience. Quality crafted for years of enjoyment, this file cabinet with rich cherry veneer and antique bronze-tone hardware has a timeless look sure to please as trends come and go.",Home Office Storage,299.99,H527-12,https://www.ashleyfurniture.com/p/hamlyn_file_cabinet/H527-12.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H527-12-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H527-12-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H527-10-47-46-49-12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H527-10-47-46-48-12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H527-12-Hamyl-DIM?$AFHS-Grid-1X$",Medium Brown,Ashley furniture,17.56,24,22,ashleyfurniture.com
Janismore Credenza with 2 Adjustable Shelves,Make a style statement with the Janismore home office credenza. Its traditional design is updated with an on-trend weathered gray finish and wire-brushed texture. The credenza's open storage and adjustable shelving add up to a well-organized workspace.,Home Office Storage,419.99,H776-46,https://www.ashleyfurniture.com/p/janismore_credenza/H776-46.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-ANGLE-ALT-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H776-46-DETAIL?$AFHS-Grid-1X$",Weathered Gray,Ashley furniture,60,30.13,18,ashleyfurniture.com
"Arlenbry 30"" Bookcase with Adjustable Shelf","Organize your life and elevate your style with the Arlenbry bookcase. Merging clean, crisp lines with a replicated weathered oak grain, it’s a simply striking example of modern farmhouse design done right. This farmhouse fresh bookcase includes a single adjustable shelf to accommodate your needs. Be it in your home office, family room or guest room, what a beautiful way to put books and home accents on display.",Home Office Storage,89.99,H275-15,https://www.ashleyfurniture.com/p/arlenbry_30_bookcase/H275-15.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H275-15-Arlenbry-DIM?$AFHS-Grid-1X$",Gray,Ashley furniture,24.63,30,11.63,ashleyfurniture.com
Ace Casual Furniture Logan Rolling Desk Chair,"Add style and comfort to your home office with the ACEssentials Logan Rolling Swivel Desk Chair. Featuring sleek gray velvet and a gold-plated 5 star base, this desk chair's modern yet glam design will look great in your home office or study room. The adjustable seat swivels 360 degrees, allowing you to adjust to your changing workspace. The chair also offers superior comfort with its plush padded seat and sturdy arms. The office chair is easy to assemble so you can start enjoying this piece right away. Measuring 47.83"" x 16.14"" x 24.8"", this rolling chair is large enough to be comfortable without taking up too much space in your home.",Office Chairs,159.99,H600002257,https://www.ashleyfurniture.com/p/ace_casual_furniture_logan_rolling_desk_chair/H600002257.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002257_3?$AFHS-Grid-1X$",Gray/Gold,Ashley furniture,24.21,47.83,20.47,ashleyfurniture.com
Safavieh Ian Tufted Swivel Office Chair,"Designed to recall the office of a top executive in London, the Ian swivel office chair is a modern update of the classic wingback chair. Its gray tufted linen upholstery is paired with chrome-tone legs, a swivel seat and casters for endless versatility.",Office Chairs,476.99,H600002000,https://www.ashleyfurniture.com/p/safavieh_ian_tufted_swivel_office_chair/H600002000.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002000_3?$AFHS-Grid-1X$",Gray/Chrome,Ashley furniture,24.2,46.06,27.2,ashleyfurniture.com
CorLiving Workspace Mesh Back Office Chair,"Style your workspace with this classic and durable desk chair. The fabric seat, contoured tilting mesh back support, gas lift and black legs with rolling wheels add to the comfort and functionality. A great fit with any setting, this chair offers the option to adjust to the height for a desk, table or gaming console.",Office Chairs,131.99,H600002746,https://www.ashleyfurniture.com/p/corliving_workspace_mesh_back_office_chair/H600002746.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002746_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002746_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002746_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002746_3?$AFHS-Grid-1X$",Black,Ashley furniture,22,37,24,ashleyfurniture.com
